"id","subject","topic","subtopic","title","rule_text","current_buzzwords_json","corrected_buzzwords_json"
"f58e96ef-7826-42dd-8be0-a6f70fbd4d92","Conflict of Laws","Torts Choice of Law","Modern Approach","Most Significant Relationship in Torts","Under the Restatement Second, tort issues are governed by the law of the state with the most significant relationship to the occurrence and the parties, considering contacts such as the place of injury, place of conduct, domicile of the parties, and the place where the relationship is centered, along with policy factors.","[""most significant relationship"",""place of injury"",""place of conduct"",""domicile"",""policy factors""]","[""most significant relationship"",""place of injury"",""place of conduct"",""domicile"",""policy factors""]"
"84addb7e-f651-435f-9af1-bc75d95a60f1","Conflict of Laws","Jurisdiction","Judicial Jurisdiction","Notice and Opportunity to Be Heard","Due process requires notice reasonably calculated under the circumstances to apprise interested parties of the action and an opportunity to be heard.","[""notice"",""reasonably calculated"",""opportunity to be heard"",""due process""]","[""notice"",""reasonably calculated"",""opportunity to be heard"",""due process""]"
"217dcbf4-c0fa-4087-a4e7-dac8a4c2ce1b","Conflict of Laws","Contracts Choice of Law","Choice-of-Law Clauses","Party Autonomy and Choice-of-Law Clauses","Courts generally enforce a contractual choice-of-law clause if the chosen state has a substantial relationship to the parties or transaction or another reasonable basis for the choice exists, and if applying that law would not violate a fundamental policy of a state with a materially greater interest whose law would otherwise apply.","[""choice-of-law clause"",""substantial relationship"",""reasonable basis"",""fundamental policy""]","[""choice-of-law clause"",""substantial relationship"",""reasonable basis"",""fundamental policy""]"
"7dfc5550-4422-4494-ae6b-bbd18ecab196","Conflict of Laws","Recognition of Judgments","Limits","Penal and Revenue Laws","As a traditional rule, one state will not directly enforce another state's penal laws and often will not enforce another sovereign's revenue laws, though statutory exceptions may exist.","[""penal laws"",""revenue laws"",""not enforce directly""]","[""penal laws"",""revenue laws"",""not enforce directly""]"
"d64d9193-5d69-460c-b745-59e1e5250d39","Conflict of Laws","Jurisdiction","Judicial Jurisdiction","Personal Jurisdiction","A court may exercise personal jurisdiction over a defendant when the forum's law authorizes jurisdiction and the exercise of jurisdiction complies with due process, including sufficient contacts with the forum and fairness.","[""personal jurisdiction"",""due process"",""sufficient contacts"",""fairness""]","[""personal jurisdiction"",""due process"",""sufficient contacts"",""fairness""]"
"f6b515e2-37f3-487d-a471-25a376dc4ead","Conflict of Laws","Contracts Choice of Law","Traditional Approach","Place of Contracting","Under the traditional approach, issues of contract validity and interpretation are generally governed by the law of the place where the contract was made, while performance issues may be governed by the place of performance.","[""contracts"",""place of contracting"",""place of performance""]","[""contracts"",""place of contracting"",""place of performance""]"
"e2361af7-33ee-42cf-a835-44c2f7922520","Conflict of Laws","Torts Choice of Law","Traditional Approach","Place of the Wrong in Torts","Under the traditional vested-rights approach, tort issues are generally governed by the law of the place of the wrong, usually the place where the last event necessary to create liability occurred, often the place of injury.","[""torts"",""place of the wrong"",""place of injury""]","[""torts"",""place of the wrong"",""place of injury""]"
"e513af09-e1ce-46c3-83bc-e15a30890b7b","Conflict of Laws","Procedural Issues","Court Process","Proof of Foreign Law","Under modern practice, the content of another state's or nation's law is often treated as a question for the court, which may consider materials beyond the pleadings and ordinary evidence rules to determine the foreign law.","[""foreign law"",""question for the court""]","[""foreign law"",""question for the court""]"
"0adb797e-5979-4153-a0a2-2832d876d50c","Conflict of Laws","General Limits","Public Policy","Public Policy Exception","A forum may refuse to apply otherwise applicable foreign law when doing so would violate a strong public policy of the forum, but courts use this exception sparingly.","[""public policy exception"",""strong public policy"",""sparingly""]","[""public policy exception"",""strong public policy"",""sparingly""]"
"828d3b3a-913f-43db-ab10-59ae7248d929","Conflict of Laws","Recognition of Judgments","Foreign Nations","Recognition of Foreign Country Judgments","Foreign country judgments are recognized not by full faith and credit but generally by comity, statute, or uniform act, so long as the foreign tribunal had jurisdiction, used fair procedures, and the judgment is compatible with public policy and due process standards.","[""foreign country judgment"",""comity"",""fair procedures"",""public policy""]","[""foreign country judgment"",""comity"",""fair procedures"",""public policy""]"
"bfb67769-99aa-4a72-b06f-a1701946d4c1","Conflict of Laws","Choice of Law","General Approaches","Renvoi","Renvoi is the doctrine under which a forum, when directed to apply another jurisdiction's law, may look to that jurisdiction's whole law including its conflict-of-laws rules, though most courts reject renvoi except in limited contexts.","[""renvoi"",""whole law"",""conflict rules""]","[""renvoi"",""whole law"",""conflict rules""]"
"942645b1-862a-4d74-ae51-6e1325b590ee","Conflict of Laws","Procedural Issues","Limitations Periods","Statutes of Limitation","Traditionally, statutes of limitation were treated as procedural and governed by forum law, but many jurisdictions use borrowing statutes or treat certain limitation rules as substantive in particular contexts.","[""statutes of limitation"",""procedural"",""forum law"",""borrowing statute""]","[""statutes of limitation"",""procedural"",""forum law"",""borrowing statute""]"
"3e599ec7-c479-45c8-af51-b6031b078081","Conflict of Laws","Choice of Law","General Approaches","Substance Versus Procedure","The forum generally applies its own procedural rules, but it may apply another state's substantive law when choice-of-law rules point to that law.","[""substance"",""procedure"",""forum law""]","[""substance"",""procedure"",""forum law""]"
"966088c8-51ac-4466-88ea-bddb7d20f8b6","Conflict of Laws","Decedents' Estates","Succession","Succession to Personal Property","Succession to a decedent's personal property is generally governed by the law of the decedent's domicile at death.","[""succession"",""personal property"",""domicile at death""]","[""succession"",""personal property"",""domicile at death""]"
"bfd28f8e-5103-4aae-b23e-11ee6ba5b283","Conflict of Laws","Decedents' Estates","Succession","Succession to Real Property","Succession to real property is generally governed by the law of the situs, the state where the land is located.","[""succession"",""real property"",""law of the situs""]","[""succession"",""real property"",""law of the situs""]"
"f22e7922-1049-4a22-8586-7f8318ff2b75","Conflict of Laws","Wills and Trusts","Trusts","Trust Validity and Administration","Trust validity and administration may be governed by the law designated in the trust instrument or, absent a valid designation, by the law of the jurisdiction with the most significant relationship to the trust or its administration.","[""trust validity"",""administration"",""designated law"",""most significant relationship""]","[""trust validity"",""administration"",""designated law"",""most significant relationship""]"
"3d30aa3c-c459-4d54-99ee-214c9093b5d7","Conflict of Laws","Family Law Conflicts","Child Custody","UCCJEA and Custody Jurisdiction","Interstate child-custody jurisdiction is generally governed by the UCCJEA, which prioritizes the child's home state and limits modification by other states once a proper state has continuing exclusive jurisdiction.","[""UCCJEA"",""home state"",""continuing exclusive jurisdiction""]","[""UCCJEA"",""home state"",""continuing exclusive jurisdiction""]"
"66e35e20-dc01-4ae2-88d7-688fe530d55f","Conflict of Laws","Family Law Conflicts","Child Support","UIFSA and Child Support","Interstate child-support enforcement and modification are generally governed by UIFSA, which seeks to ensure one controlling support order and continuing exclusive jurisdiction in the proper issuing state.","[""UIFSA"",""child support"",""controlling order"",""continuing exclusive jurisdiction""]","[""UIFSA"",""child support"",""controlling order"",""continuing exclusive jurisdiction""]"
"3fec3f00-8d29-4ab7-a531-98717fbc39e5","Conflict of Laws","Contracts Choice of Law","Special Issues","Usury and Contracts","Courts often uphold a contract against a usury challenge if the contract bears a reasonable relationship to a jurisdiction whose law would validate the interest rate, unless doing so would violate a strong public policy of the forum.","[""usury"",""reasonable relationship"",""validate contract"",""public policy""]","[""usury"",""reasonable relationship"",""validate contract"",""public policy""]"
"b6bfb811-21d0-4411-986d-76c94475af41","Conflict of Laws","Family Law Conflicts","Marriage","Validity of Marriage","A marriage that is valid where celebrated is generally valid everywhere, unless it violates a strong public policy of the forum, such as bigamy or incest under local law.","[""valid where celebrated"",""marriage"",""public policy""]","[""valid where celebrated"",""marriage"",""public policy""]"
"e49168c9-a59b-4752-91dc-7bc5ff5b3f0e","Conflict of Laws","Torts Choice of Law","Special Issues","Wrongful Death and Damages","Wrongful death and damages issues are analyzed under the forum's choice-of-law methodology, and some courts may distinguish between liability rules and damages limitations when selecting the governing law.","[""wrongful death"",""damages"",""liability"",""choice of law""]","[""wrongful death"",""damages"",""liability"",""choice of law""]"
"e1c87fd0-4be7-499c-ac17-f9d510cfe2cc","Constitutional Law","Judicial Review and Justiciability","Supreme Court Review","Adequate and Independent State Ground","The Supreme Court may not review a state court judgment resting on an adequate and independent state law ground sufficient to support the result.","[""adequate and independent state ground"",""state law ground""]","[""adequate and independent state ground"",""state law ground""]"
"76a12332-fcd8-4c05-aaa0-1bf33982b94c","Constitutional Law","Individual Rights","","Affirmative Action — Education","Diversity in higher education may be a compelling interest if race is used in a narrowly tailored manner.","[""diversity"",""higher education"",""compelling interest"",""narrowly tailored""]","[""diversity"",""higher education"",""compelling interest"",""narrowly tailored""]"
"2eff5b9a-77f1-4502-acc0-6ebb5db9ab14","Constitutional Law","Individual Rights","","Affirmative Action — Race","Government affirmative action programs using race are subject to strict scrutiny.","[""affirmative action"",""race"",""strict scrutiny""]","[""affirmative action"",""race"",""strict scrutiny""]"
"bebc5030-5952-4e27-8b0e-617d9882b2cd","Constitutional Law","First Amendment","Free Speech","Anonymous Speech","Anonymous speech is generally protected by the First Amendment, subject to ordinary valid content-neutral regulations and other applicable constitutional limits.","[""anonymous speech"",""protected""]","[""anonymous speech"",""protected""]"
"383b793f-df86-4612-ad58-48e91968381a","Constitutional Law","Federalism","","Anti-Commandeering Doctrine","Congress may not compel states to enact or administer federal regulatory programs.","[""anti-commandeering"",""compel states"",""federal regulatory programs""]","[""anti-commandeering"",""compel states"",""federal regulatory programs""]"
"4647f2f8-e5db-4cda-b00b-3cedf0107d22","Constitutional Law","Federalism","Tenth Amendment","Anti-Commandeering Principle","Congress may not compel state legislatures or state executive officials to enact, administer, or enforce a federal regulatory program.","[""anti-commandeering"",""state legislatures"",""state executive officials"",""federal program""]","[""anti-commandeering"",""state legislatures"",""state executive officials"",""federal program""]"
"9f117caf-1b1a-4f89-8b2d-61d73acee088","Constitutional Law","Separation of Powers","","Appointment Power","Principal officers must be appointed by the President with Senate confirmation, while inferior officers may be appointed without Senate confirmation.","[""appointment power"",""principal officers"",""Senate confirmation"",""inferior officers""]","[""appointment power"",""principal officers"",""Senate confirmation"",""inferior officers""]"
"a1234f58-705e-4fc0-8c08-119177a27dcb","Constitutional Law","Separation of Powers","Appointments and Removal","Appointments Clause","Principal officers must be appointed by the President with Senate confirmation, while Congress may vest appointment of inferior officers in the President alone, courts of law, or heads of departments.","[""principal officers"",""Senate confirmation"",""inferior officers""]","[""principal officers"",""Senate confirmation"",""inferior officers""]"
"2b7c46c8-00d5-43f3-a9e7-3f5cd6f2a281","Constitutional Law","Federalism","Privileges and Immunities","Article IV Privileges and Immunities Clause","A state may not discriminate against out-of-state citizens with respect to fundamental rights or important economic activities unless the discrimination is closely related to a substantial state interest.","[""Article IV"",""out-of-state citizens"",""fundamental rights"",""economic activities"",""substantial state interest""]","[""Article IV"",""out-of-state citizens"",""fundamental rights"",""economic activities"",""substantial state interest""]"
"dcd61ecb-bd2f-4e38-91d8-5e313c07d71d","Constitutional Law","Judicial Review and Justiciability","Standing","Associational Standing","An association may sue on behalf of its members when members would have standing, the interests are germane to the organization's purpose, and neither the claim nor the relief requires individual member participation.","[""association"",""members would have standing"",""germane"",""individual participation""]","[""association"",""members would have standing"",""germane"",""individual participation""]"
"c362c8ef-c244-4be4-94e8-3599cdecce88","Constitutional Law","Equal Protection and Democracy","Voting","Ballot Access","Ballot access restrictions are evaluated by balancing the character and magnitude of the burden against the state's justifications, with severe burdens receiving more exacting scrutiny.","[""ballot access"",""burden"",""state justifications""]","[""ballot access"",""burden"",""state justifications""]"
"99181d12-da3d-492c-a483-853ca7f11318","Constitutional Law","Separation of Powers","","Bicameralism and Presentment","A law must be passed by both houses of Congress and presented to the President for approval or veto.","[""bicameralism"",""presentment"",""both houses"",""President""]","[""bicameralism"",""presentment"",""both houses"",""President""]"
"ffc0d984-ea80-4a00-bbfc-94ef911188ed","Constitutional Law","Judicial Review and Justiciability","Case or Controversy","Case or Controversy Requirement","Federal courts may decide only actual, ongoing cases or controversies and may not issue advisory opinions.","[""case or controversy"",""actual dispute"",""ongoing"",""advisory opinions""]","[""case or controversy"",""actual dispute"",""ongoing"",""advisory opinions""]"
"36439a2f-911a-43ee-a65e-bb96f6163a3a","Constitutional Law","First Amendment","Unprotected Speech","Child Pornography","Child pornography involving actual minors may be prohibited regardless of whether it is obscene, because the government has a compelling interest in protecting children from exploitation.","[""child pornography"",""actual minors"",""protecting children""]","[""child pornography"",""actual minors"",""protecting children""]"
"d2a1542e-229c-465a-b671-53dc3c213cb2","Constitutional Law","Federalism","","Commerce Clause — Economic Activity","Congress may regulate intrastate economic activity that in the aggregate substantially affects interstate commerce.","[""intrastate"",""economic activity"",""aggregate"",""substantially affects""]","[""intrastate"",""economic activity"",""aggregate"",""substantially affects""]"
"30f2c4b3-fcd3-4281-87a4-fe9b274f97f4","Constitutional Law","Federalism","","Commerce Clause — General Rule","Congress may regulate channels of interstate commerce, instrumentalities of interstate commerce, and activities that substantially affect interstate commerce.","[""Commerce Clause"",""channels of interstate commerce"",""instrumentalities"",""substantially affect""]","[""Commerce Clause"",""channels of interstate commerce"",""instrumentalities"",""substantially affect""]"
"b6656878-eae3-48be-a49a-5c861ef22114","Constitutional Law","Federalism","","Commerce Clause — Noneconomic Activity","Congress may not regulate noneconomic activity based solely on its cumulative effect on interstate commerce.","[""noneconomic activity"",""cumulative effect"",""may not regulate""]","[""noneconomic activity"",""cumulative effect"",""may not regulate""]"
"c65acf97-de95-4329-9af1-a61881def638","Constitutional Law","Separation of Powers","Powers of Congress","Commerce Clause Categories","Congress may regulate the channels of interstate commerce, the instrumentalities of interstate commerce, and activities that have a substantial effect on interstate commerce.","[""channels"",""instrumentalities"",""substantial effect"",""interstate commerce""]","[""channels"",""instrumentalities"",""substantial effect"",""interstate commerce""]"
"693ee980-9c3a-4479-ba86-172a18b63fba","Constitutional Law","Individual Rights","","Commercial Speech","Commercial speech that is lawful and not misleading is protected but subject to intermediate scrutiny.","[""commercial speech"",""lawful"",""not misleading"",""intermediate scrutiny""]","[""commercial speech"",""lawful"",""not misleading"",""intermediate scrutiny""]"
"a0537342-7c4b-4dba-b81d-76135db02be1","Constitutional Law","First Amendment","Free Speech","Commercial Speech","Truthful, lawful commercial speech may be regulated only if the government has a substantial interest, the regulation directly advances that interest, and the regulation is not more extensive than necessary.","[""commercial speech"",""substantial interest"",""directly advances"",""not more extensive""]","[""commercial speech"",""substantial interest"",""directly advances"",""not more extensive""]"
"42d8ccd2-5401-4108-afbe-32b8fd95e399","Constitutional Law","Individual Rights","","Congressional Power — Legislation","Congress has the exclusive power to enact legislation subject to constitutional limitations.","[""Congressional power"",""enact legislation"",""constitutional limitations""]","[""Congressional power"",""enact legislation"",""constitutional limitations""]"
"0edd257f-a7a5-4a4e-acfa-084069abf4c6","Constitutional Law","Individual Rights","","Content-Based Regulation","Content-based regulations of speech are subject to strict scrutiny.","[""content-based regulation"",""strict scrutiny""]","[""content-based regulation"",""strict scrutiny""]"
"764204f0-8fad-4a29-9908-b0267d2ba730","Constitutional Law","First Amendment","Free Speech","Content-Based Restrictions","A law that regulates speech based on content is subject to strict scrutiny and must be narrowly tailored to serve a compelling governmental interest.","[""content-based"",""strict scrutiny"",""narrowly tailored"",""compelling interest""]","[""content-based"",""strict scrutiny"",""narrowly tailored"",""compelling interest""]"
"f8dc6320-c9c9-40a1-b767-8e53cbd22f70","Constitutional Law","Individual Rights","","Content-Neutral Regulation","Content-neutral regulations of speech are subject to intermediate scrutiny.","[""content-neutral regulation"",""intermediate scrutiny""]","[""content-neutral regulation"",""intermediate scrutiny""]"
"1101b092-3559-4288-af47-4171a0e303c0","Constitutional Law","First Amendment","Free Speech","Content-Neutral Time, Place, and Manner Restrictions","A content-neutral regulation of speech in a public forum is valid if it is narrowly tailored to serve an important governmental interest and leaves open ample alternative channels of communication.","[""content-neutral"",""public forum"",""important interest"",""alternative channels""]","[""content-neutral"",""public forum"",""important interest"",""alternative channels""]"
"4df0d159-c4c1-42b7-aa57-75d91c9ea12b","Constitutional Law","Economic Liberties","Contracts Clause","Contracts Clause","States may not substantially impair existing contractual obligations unless the law is reasonably and appropriately tailored to serve an important public purpose.","[""Contracts Clause"",""substantially impair"",""important public purpose""]","[""Contracts Clause"",""substantially impair"",""important public purpose""]"
"d35975b3-9fd0-4bd4-8fdd-07033da8cc44","Constitutional Law","First Amendment","Speech Torts","Defamation of Public Officials and Figures","A public official or public figure must prove falsity and actual malice, meaning knowledge of falsity or reckless disregard for truth, by clear and convincing evidence.","[""public official"",""public figure"",""actual malice"",""falsity""]","[""public official"",""public figure"",""actual malice"",""falsity""]"
"aa175909-4264-4e9d-bcbd-b09e5d4acd16","Constitutional Law","Separation of Powers","","Delegation of Legislative Power","Congress may delegate legislative authority if it provides an intelligible principle to guide the exercise of the delegated power.","[""delegation"",""legislative authority"",""intelligible principle""]","[""delegation"",""legislative authority"",""intelligible principle""]"
"8cc2e1f6-ec74-4bcc-a48c-e424f4ee7bd0","Constitutional Law","First Amendment","Free Speech","Designated Public Forums","A designated public forum is government property intentionally opened for expressive activity, and speech restrictions there are reviewed similarly to those in a traditional public forum.","[""designated public forum"",""opened for expressive activity""]","[""designated public forum"",""opened for expressive activity""]"
"2329367d-6368-402a-9697-b686e5d5621c","Constitutional Law","Individual Rights","","Discriminatory Intent","A facially neutral law violates equal protection only if it has a discriminatory impact and discriminatory intent.","[""discriminatory impact"",""discriminatory intent"",""facially neutral""]","[""discriminatory impact"",""discriminatory intent"",""facially neutral""]"
"1acfe7e5-ab97-4898-9ed1-ec471a8c2e24","Constitutional Law","Federalism","Dormant Commerce Clause","Discriminatory State Laws","A state law that discriminates against interstate commerce on its face, in purpose, or in practical effect is usually invalid unless the state proves it is necessary to achieve an important noneconomic purpose and no reasonable nondiscriminatory alternative exists.","[""discriminates"",""face purpose effect"",""important noneconomic purpose"",""no alternative""]","[""discriminates"",""face purpose effect"",""important noneconomic purpose"",""no alternative""]"
"3b1c68e9-68f9-421a-a03b-39b47af4f196","Constitutional Law","Federalism","Dormant Commerce Clause","Dormant Commerce Clause","State and local laws may not discriminate against or unduly burden interstate commerce, even when Congress has not acted.","[""dormant Commerce Clause"",""discriminate"",""unduly burden"",""interstate commerce""]","[""dormant Commerce Clause"",""discriminate"",""unduly burden"",""interstate commerce""]"
"7dae5da2-b2fb-4259-bfc3-8fe6ef4435a0","Constitutional Law","Federalism","","Dormant Commerce Clause — Discrimination","State laws that discriminate against out-of-state commerce are presumptively invalid unless narrowly tailored to serve an important state interest.","[""discriminate"",""out-of-state commerce"",""presumptively invalid"",""important state interest""]","[""discriminate"",""out-of-state commerce"",""presumptively invalid"",""important state interest""]"
"891d4e16-d27f-43a8-bb2e-294358240abf","Constitutional Law","Federalism","","Dormant Commerce Clause — General Rule","State laws may not discriminate against or unduly burden interstate commerce.","[""Dormant Commerce Clause"",""discriminate"",""unduly burden"",""interstate commerce""]","[""Dormant Commerce Clause"",""discriminate"",""unduly burden"",""interstate commerce""]"
"877d2148-f859-4817-869b-0097944cb698","Constitutional Law","Federalism","","Dormant Commerce Clause — Market Participant","When a state acts as a market participant, it may favor its own citizens over others.","[""market participant"",""favor its own citizens""]","[""market participant"",""favor its own citizens""]"
"ecb8f7d6-e964-4197-9e0e-22ba04f70372","Constitutional Law","Individual Rights","","Due Process Clause — General Rule","The Due Process Clause prohibits the government from depriving any person of life, liberty, or property without due process of law.","[""Due Process Clause"",""life"",""liberty"",""property"",""due process of law""]","[""Due Process Clause"",""life"",""liberty"",""property"",""due process of law""]"
"4cfd18e9-996b-4a3c-893e-513d22eaf7bd","Constitutional Law","Individual Rights","","Economic Substantive Due Process","Economic regulations are reviewed under rational basis scrutiny.","[""economic regulation"",""rational basis scrutiny""]","[""economic regulation"",""rational basis scrutiny""]"
"8acfc881-de27-4aa6-aae3-16e281cef379","Constitutional Law","Judicial Review and Justiciability","Sovereign Immunity","Eleventh Amendment Sovereign Immunity","The Eleventh Amendment generally bars suits in federal court against a state by private parties for damages or retroactive relief, absent consent, valid congressional abrogation under Section 5 of the Fourteenth Amendment, or certain other exceptions.","[""Eleventh Amendment"",""state immunity"",""private parties"",""damages"",""retroactive relief""]","[""Eleventh Amendment"",""state immunity"",""private parties"",""damages"",""retroactive relief""]"
"2ee7ec95-290f-4180-baf1-62325920cb26","Constitutional Law","Individual Rights","","Equal Protection Clause — General Rule","The Equal Protection Clause requires that similarly situated persons be treated alike by the government.","[""Equal Protection Clause"",""similarly situated"",""treated alike"",""government""]","[""Equal Protection Clause"",""similarly situated"",""treated alike"",""government""]"
"cf94af81-7e67-4e54-bd6d-084137d0939e","Constitutional Law","Equal Protection","Framework","Equal Protection Framework","Equal protection analysis asks whether the government has drawn a classification and, if so, applies rational basis, intermediate scrutiny, or strict scrutiny depending on the classification or right burdened.","[""equal protection"",""classification"",""rational basis"",""intermediate scrutiny"",""strict scrutiny""]","[""equal protection"",""classification"",""rational basis"",""intermediate scrutiny"",""strict scrutiny""]"
"63576efa-0414-4525-8ce3-eb0bd69d9b1d","Constitutional Law","Individual Rights","","Establishment Clause — General Rule","The Establishment Clause prohibits government action that endorses, advances, or excessively entangles the government with religion.","[""Establishment Clause"",""endorses"",""advances"",""excessive entanglement""]","[""Establishment Clause"",""endorses"",""advances"",""excessive entanglement""]"
"a3005faa-bf40-4540-9de6-25c855336a62","Constitutional Law","Individual Rights","","Establishment Clause — Government Aid to Religion","Government aid to religion is permitted if it is neutral, available to a broad class of recipients, and does not promote religion.","[""government aid"",""neutral"",""broad class of recipients"",""does not promote religion""]","[""government aid"",""neutral"",""broad class of recipients"",""does not promote religion""]"
"a29254a9-ef24-4019-b99a-e17de70f78a2","Constitutional Law","Individual Rights","","Establishment Clause — Lemon Test","Under the Lemon test, a law must have a secular purpose, a primary effect that neither advances nor inhibits religion, and must not foster excessive government entanglement with religion.","[""Lemon test"",""secular purpose"",""primary effect"",""advances nor inhibits religion"",""excessive entanglement""]","[""Lemon test"",""secular purpose"",""primary effect"",""advances nor inhibits religion"",""excessive entanglement""]"
"8dc62a91-af58-4ba3-96ab-43dffb93560b","Constitutional Law","Individual Rights","","Establishment Clause — Religious Displays","Religious displays are constitutional if a reasonable observer would not perceive the display as government endorsement of religion.","[""religious displays"",""reasonable observer"",""government endorsement""]","[""religious displays"",""reasonable observer"",""government endorsement""]"
"d25813ae-2ebf-4fd8-bfc0-2c53a200977c","Constitutional Law","First Amendment","Religion","Establishment Clause General Rule","The government may not establish religion, favor one religion over another, or unduly entangle itself with religion.","[""Establishment Clause"",""favor religion"",""entangle""]","[""Establishment Clause"",""favor religion"",""entangle""]"
"6c1b6f8a-19b8-4259-b557-6f711e9afab6","Constitutional Law","Judicial Review and Justiciability","Sovereign Immunity","Ex parte Young Exception","A plaintiff may sue a state officer in federal court for prospective injunctive relief to stop an ongoing violation of federal law.","[""state officer"",""prospective injunctive relief"",""ongoing violation of federal law""]","[""state officer"",""prospective injunctive relief"",""ongoing violation of federal law""]"
"39d2d227-ce40-417d-96ed-b11a1aba2b74","Constitutional Law","Structural Limits","Legislative Limits","Ex Post Facto Laws and Bills of Attainder","An ex post facto law retroactively imposes criminal punishment or increases punishment for past conduct, and a bill of attainder legislatively inflicts punishment on named persons or an identifiable group without a judicial trial; both are prohibited.","[""ex post facto"",""retroactive punishment"",""bill of attainder"",""without judicial trial""]","[""ex post facto"",""retroactive punishment"",""bill of attainder"",""without judicial trial""]"
"327cf835-f2a7-4317-8d74-a5a8e5963497","Constitutional Law","Judicial Review and Justiciability","Mootness","Exceptions to Mootness","A case may avoid mootness if the issue is capable of repetition yet evading review, the defendant voluntarily ceases the conduct but may resume it, a class action remains live, or collateral consequences persist.","[""capable of repetition yet evading review"",""voluntary cessation"",""class action"",""collateral consequences""]","[""capable of repetition yet evading review"",""voluntary cessation"",""class action"",""collateral consequences""]"
"7a856ce6-b5b9-4f56-b318-a28979ad2a03","Constitutional Law","Separation of Powers","Foreign Affairs","Executive Agreements","Executive agreements made by the President usually do not require Senate approval and generally prevail over conflicting state law, but they do not prevail over existing federal statutes or the Constitution.","[""executive agreements"",""no Senate approval"",""prevail over state law""]","[""executive agreements"",""no Senate approval"",""prevail over state law""]"
"a64e8406-09b2-4cf0-9b09-449578617064","Constitutional Law","Separation of Powers","","Executive Orders","The President may issue executive orders pursuant to constitutional or statutory authority.","[""executive orders"",""constitutional authority"",""statutory authority""]","[""executive orders"",""constitutional authority"",""statutory authority""]"
"5d626560-05d5-48ba-be5a-a1b685d2029c","Constitutional Law","Separation of Powers","","Executive Power — General","The President has the power to execute the laws and conduct foreign affairs.","[""executive power"",""execute the laws"",""foreign affairs""]","[""executive power"",""execute the laws"",""foreign affairs""]"
"810c8a75-8b0d-4400-be39-4e332731ed50","Constitutional Law","Separation of Powers","Presidential Powers","Executive Privilege","The President has a qualified privilege to withhold confidential presidential communications, especially in matters of national security or foreign affairs, but the privilege may yield to demonstrated need in criminal proceedings.","[""executive privilege"",""qualified privilege"",""confidential communications""]","[""executive privilege"",""qualified privilege"",""confidential communications""]"
"a82429ef-6322-4572-b5b7-2ed23185ec38","Constitutional Law","Individual Rights","","Facial Discrimination","A law that discriminates on its face is subject to the level of scrutiny appropriate for the classification used.","[""facial discrimination"",""on its face"",""level of scrutiny""]","[""facial discrimination"",""on its face"",""level of scrutiny""]"
"3212551a-b70f-4c73-9bee-8777032ef157","Constitutional Law","Federalism","","Federal Powers — Enumerated Powers","Congress may act only pursuant to powers enumerated in the Constitution.","[""enumerated powers"",""Congress"",""Constitution""]","[""enumerated powers"",""Congress"",""Constitution""]"
"efea4225-a136-40c4-a789-1bd85d488f0b","Constitutional Law","First Amendment","Unprotected Speech","Fighting Words","Fighting words are personally abusive epithets inherently likely to provoke an immediate violent reaction, and they may be regulated in narrow circumstances.","[""fighting words"",""personally abusive"",""immediate violent reaction""]","[""fighting words"",""personally abusive"",""immediate violent reaction""]"
"329060ae-96d8-43a3-951e-dab7c73c6bb8","Constitutional Law","Individual Rights","","Free Exercise — Neutral Laws of General Applicability","Neutral laws of general applicability that incidentally burden religion are constitutional.","[""neutral laws"",""general applicability"",""incidentally burden religion""]","[""neutral laws"",""general applicability"",""incidentally burden religion""]"
"151227b4-9f24-43ee-af78-38b2d44a63ff","Constitutional Law","Individual Rights","","Free Exercise — Targeting Religion","Laws that target religious conduct are subject to strict scrutiny.","[""target religious conduct"",""strict scrutiny""]","[""target religious conduct"",""strict scrutiny""]"
"390f5d82-8eaf-4670-80f5-2470e671943c","Constitutional Law","First Amendment","Religion","Free Exercise and Neutral Laws","A neutral law of general applicability that incidentally burdens religion usually does not violate the Free Exercise Clause and is reviewed under rational basis, not strict scrutiny.","[""neutral law"",""general applicability"",""incidentally burdens religion""]","[""neutral law"",""general applicability"",""incidentally burdens religion""]"
"18a0eb23-6f30-4320-8a89-e4c4d58483a3","Constitutional Law","Individual Rights","","Free Exercise Clause — General Rule","The Free Exercise Clause prohibits the government from substantially burdening religious exercise without sufficient justification.","[""Free Exercise Clause"",""substantially burdening"",""religious exercise""]","[""Free Exercise Clause"",""substantially burdening"",""religious exercise""]"
"2ad84d9c-95c8-4883-80f6-3d9ccb7b5fa2","Constitutional Law","Individual Rights","","Freedom of Speech — General Rule","The First Amendment prohibits the government from abridging freedom of speech.","[""First Amendment"",""freedom of speech"",""abridging""]","[""First Amendment"",""freedom of speech"",""abridging""]"
"a3b34d66-0e60-471d-bbd1-228d885c0d5b","Constitutional Law","Federalism","Interstate Relations","Full Faith and Credit","States generally must recognize valid judgments from sister states if the rendering court had jurisdiction and the judgment is final and on the merits.","[""Full Faith and Credit"",""sister-state judgments"",""jurisdiction"",""final""]","[""Full Faith and Credit"",""sister-state judgments"",""jurisdiction"",""final""]"
